0id	1id_user	2username	3text	4lang	5likes	6reply	7retweet	8retweet_from	9time	10followings	11followers	12link_cover	13vid_src	14vid_cover	15imgs
1283189292819341312	12	jack	“The opportunity to administer the Bitcoin was given on one condition- he would not cash it out. Beneficiaries of the digital currency had to learn how to use the BTC itself, creating a Bitcoin economy. This was the birth of the @Bitcoinbeach initiative” 	en	565	25	157	milessuter	2020-07-14T23:59:02.000Z	4,508	4,769,963				
1283169859233214465	12	jack	@BubbaWallace 	und	7453	488	1335		2020-07-14T22:41:49.000Z	4,508	4,769,963				https://pbs.twimg.com/media/Ec68LyTUEAUO6CH?format=jpg&amp;name=small https://pbs.twimg.com/media/Ec68LySUEAAb3eL?format=jpg&amp;name=240x240 https://pbs.twimg.com/media/Ec68LyVU0AE2ctz?format=jpg&amp;name=240x240
1283093832322576385	12	jack	there isn’t a day A Seat at the Table isn’t perfect for. thank you @solangeknowles ((Crown)) 	en	7836	52	1220	Kehlani	2020-07-14T17:39:43.000Z	4,508	4,769,963				
1283134685229355009	12	jack	((Money with wings)) ((Green heart)) ((Chequered flag)) 	und	2430	239	256		2020-07-14T20:22:03.000Z	4,508	4,769,963				
1283116637856530432	12	jack			413	84	78		2020-07-14T19:10:20.000Z	4,508	4,769,963				https://pbs.twimg.com/media/Ec6Lx66UMAAFjwf?format=jpg&amp;name=360x360
1283115933083373568	12	jack	((Eyes)) @hoodbyair 	und	585	75	123		2020-07-14T19:07:32.000Z	4,508	4,769,963				
1282777407091605506	12	jack	Today, we signed on to an amicus brief in support of @Harvard and @MIT 's challenge to the US government's recent guidance stating that international students whose courses have gone online must leave the country. 	en	1190	73	340	Policy	2020-07-13T20:42:21.000Z	4,508	4,769,963				
1282573007060217857	12	jack			1007	252	153		2020-07-13T07:10:08.000Z	4,508	4,769,963				
1282302531784208389	12	jack	Another example of why a guaranteed income is needed now @mayorsforagi 	en	314	33	79	MichaelDTubbs	2020-07-12T13:15:22.000Z	4,508	4,769,963				
1281702376894722048	12	jack	A guaranteed income is a strong step to address the racial wealth gap and provide stability to families living in poverty all across America. I will continue to work with @MayorsforaGI to lead the charge on this. 	en	511	124	161	MayorOfLA	2020-07-10T21:30:34.000Z	4,508	4,769,963				
1281335738827710466	12	jack	To vote click below https://www.vote.org/register-to-vote/ #2020VISION 	en	73855	3043	14118	kanyewest	2020-07-09T21:13:40.000Z	4,508	4,769,963		blob:https://twitter.com/8f72ecfb-dd23-4de4-af70-b19ca7167d8e	https://pbs.twimg.com/ext_tw_video_thumb/1281335578466881542/pu/img/JVX19mVbI2uq61vY.jpg	
1281265937161699329	12	jack	Yes, we’re launching a universal basic income pilot thanks to @jack and @mayorsforagi . We are one of the 15 pilot cities and I couldn’t be more excited. A big step forward. UBI is coming to Long Beach. 	en	1822	100	436	RobertGarciaLB	2020-07-09T16:36:18.000Z	4,508	4,769,963				
1281316489304268800	12	jack	What a honor to have a conversation about justice and the legacy of Dr. King with civil rights leader @BerniceKing . We have such much work to do, and a guaranteed income is a great start. @mayorsforagi 	en	197	14	47	MichaelDTubbs	2020-07-09T19:57:11.000Z	4,508	4,769,963				
1281282107956813825	12	jack	$3M to @MichaelDTubbs and @mayorsforagi for #guaranteedincome programs in cities across the country. This is one tool to close the wealth and income gap, level systemic race and gender inequalities, and create economic security for families. #UBI 	en	2926	356	800		2020-07-09T17:40:34.000Z	4,508	4,769,963				
1280626828122578945	12	jack	((Flag of Barbados)) ((Mobile phone with rightwards arrow at left)) 	und	1100	161	187		2020-07-07T22:16:43.000Z	4,508	4,769,963				
1279575273365594112	12	jack	We must now realize the promise of America by trusting God, unifying our vision and building our future. I am running for president of the United States ((Flag of United States)) ! #2020VISION 	en	1212785	113690	514985	kanyewest	2020-07-05T00:38:13.000Z	4,508	4,769,963				
1278489950456086528	12	jack	Maya Moore gave up her 2019 WNBA season to help Jonathan Irons overturn his conviction on charges of burglary and assault. Today, he was freed from prison. (via @mooremaya ) 	en	49258	495	13205	espn	2020-07-02T00:45:32.000Z	4,508	4,769,963		blob:https://twitter.com/e07f5774-43bb-4574-b141-2448cb602286	https://pbs.twimg.com/media/Eb4b1OIXQAAjNly.png	
1278496202376560640	12	jack	What time is it? Showtime! Join the original Broadway cast of as we host a Twitter watch party this Friday, July 3rd at 7 PM ET / 4 PM PT. Who's in? ((👇🏾)) Tweet along using . 	en	29920	639	5386	HamiltonMusical	2020-07-02T01:10:22.000Z	4,508	4,769,963				https://pbs.twimg.com/media/Eb4hK4GWsAIRDQQ?format=jpg&amp;name=360x360
1278090355561443330	12	jack	Kentucky, I am so proud of you. I truly hope I made you proud of me too. It is my honor to stand on the front line for you. We didn’t win at the ballot box, but what we have done is undeniable. I am humbled. I am grateful. From the hood to the holler, I love you. My statement. 	en	133136	3700	13312	Booker4KY	2020-06-30T22:17:41.000Z	4,508	4,769,963				https://pbs.twimg.com/media/EbywZoTXYAA8P6A?format=jpg&amp;name=240x240 https://pbs.twimg.com/media/EbywZoUX0AYjltQ?format=jpg&amp;name=240x240 https://pbs.twimg.com/media/EbywZoUXYAIVxZj?format=jpg&amp;name=240x240
1278048540883922944	12	jack	Positive cases are not increasing just because there is more testing, as the president has claimed, but because in many states the virus is simply spreading more. 	en	743	59	338	propublica	2020-06-30T19:31:31.000Z	4,508	4,769,963				
1277931677487116288	12	jack	Netflix will shift $100 million of cash into Black-owned banks, making it the largest company yet to pledge cash to historically underfunded financial institutions 	en	3327	109	1868	business	2020-06-30T11:47:09.000Z	4,508	4,769,963				
1277783532182671361	12	jack	As a US business (and tech) community, I think we should be significantly clearer about our horror at, and opposition to, the atrocities being committed by the Chinese government against its own people. 	en	11259	325	3083	patrickc	2020-06-30T01:58:28.000Z	4,508	4,769,963				
1277776537715118080	12	jack	Wow. A universal basic income (guaranteed annual income) was what my father recommended as a primary way to eradicate poverty. This is a powerful step forward. #MLK @MichaelDTubbs @AndrewYang 	en	17562	452	3943	BerniceKing	2020-06-30T01:30:41.000Z	4,508	4,769,963		blob:https://twitter.com/9b94b1bb-5006-4736-8a83-b9587e1e8b27	https://pbs.twimg.com/ext_tw_video_thumb/1277776499672854530/pu/img/O-YnS7NvuGYTppUM.jpg	
1277775335912701952	12	jack	This moment is calling us to be bold and people centered with policy solution. That’s why we launched Mayors for a guaranteed income today @mayorsforagi . Join at http://mayorsforagi.org 	en	561	31	177	MichaelDTubbs	2020-06-30T01:25:54.000Z	4,508	4,769,963				
1276661483561029632	12	jack	In the last few weeks, you may have seen Tweets with labels linking to additional info about COVID-19. Not all of those Tweets had potentially misleading content associating COVID-19 and 5G. We apologize for any confusion and we're working to improve our labeling process. (1/4) 	en	1529	784	420	TwitterSupport	2020-06-26T23:39:51.000Z	4,508	4,769,963				
1276590684720566272	12	jack	What starts with younger adults doesn't stay with younger adults. Parents, grandparents, other relatives, neighbors, coworkers, etc. Places with increasing positivity need to increase distancing &amp; work toward universal 3 W's: Wear a mask, Wash your hands, Watch your distance. 	en	804	37	273	DrTomFrieden	2020-06-26T18:58:31.000Z	4,508	4,769,963				
1276582187513663493	12	jack	This is news: Zuckerberg just announced Facebook will follow Twitter in putting warning labels on posts by public figures that violate its rules but are deemed "newsworthy" enough to remain on the platform. 	en	1214	110	546	WillOremus	2020-06-26T18:24:45.000Z	4,508	4,769,963				
1276499885450297344	12	jack	Maybe because every protester I saw was wearing a mask, and masks work 	en	9924	243	2752	CharlotteAlter	2020-06-26T12:57:43.000Z	4,508	4,769,963				
1275877403743662082	12	jack	We founded Square Crypto with plans to hire a unicorn designer who could help us foster a bitcoin design community. Only 15 months later, we had a better idea: What if we helped foster a bitcoin design community that is itself a kind of super unicorn? 	en	745	50	219	sqcrypto	2020-06-24T19:44:12.000Z	4,508	4,769,963				
1276211592422666248	12	jack	#Inequality in #America was not born of the market’s invisible hand. It was not some unavoidable destiny. It was created by the hands &amp; sustained effort of people who engineered benefits for themselves, to the detriment of everyone else. 	en	618	43	269	darrenwalker	2020-06-25T17:52:09.000Z	4,508	4,769,963				
1275540165922963457	12	jack	WAYS YOU CAN HELP #BREONNATAYLOR !!!!! ((👉🏾)) ((👇🏾)) 	en	5789	30	5649	sza	2020-06-23T21:24:08.000Z	4,508	4,769,963				https://pbs.twimg.com/media/EbOhA-tUMAANRIv?format=jpg&amp;name=240x240 https://pbs.twimg.com/media/EbOhA-sUYAABrPB?format=jpg&amp;name=240x240
1275834551219167234	12	jack	Music has the power to change the world. We’re partnering with @CashApp over the next 25 days to give away a total of $100K. We’re choosing 25 artists who are using their music to fight against injustice. Submit your track via the UnitedMasters app here: https://untd.io/t/uaexij 	en	294	48	117	unitedmasters	2020-06-24T16:53:55.000Z	4,508	4,769,963		blob:https://twitter.com/72237a45-5f20-426b-8b83-9c84a0aa3ac6	https://pbs.twimg.com/ext_tw_video_thumb/1275834015518470144/pu/img/En-HucfdAOEMiBV0.jpg	
1275572178470072322	12	jack	Incredible work happening right now in Kentucky. Dem candidate Charles Booker filed an injunction to extend the voting time in Jefferson County. The judge granted the extension and doors are now open. #AllEyesOnKentucky @BlackVotersMtr 	en	52898	381	11549	ava	2020-06-23T23:31:20.000Z	4,508	4,769,963				
1275508864801218560	12	jack	Thanks to a generous donation from @ShawnCarterSF and #startsmall , every household at Marcy, Sumner, and Tompkins Houses received a supermarket gift card to assist in purchasing the food they need. Thanks for helping @NYCHA families during these uncertain times. 	en	739	35	360	NYCHA	2020-06-23T19:19:45.000Z	4,508	4,769,963				https://pbs.twimg.com/media/EbOEjIuXkAAG4H0?format=jpg&amp;name=240x240 https://pbs.twimg.com/media/EbOEjLnXQAEB1n9?format=jpg&amp;name=240x240 https://pbs.twimg.com/media/EbOEjMyWsAow2Qg?format=jpg&amp;name=240x240
1275510451430883339	12	jack	Today, we’re rolling out this new feature in the US to assist victims of domestic and gender-based violence, particularly important during #COVID19 . 	en	353	78	105	moniqueMeche	2020-06-23T19:26:04.000Z	4,508	4,769,963				
1292169351684976640	13	biz	Many pro investors have likely lost more money selling winners too early than backing failures. 	en	151	15	33		2020-08-08T18:42:35.000Z	1,588	2,743,304				
1292167011322101760	13	biz	The interactive recordings are a new kind of digital artifact—super innovative. And, YouTuber’s, have you used @mmhmmapp and tried co-pilot feature? 	en	22	3	8		2020-08-08T18:33:17.000Z	1,588	2,743,304				
1291824470257094656	13	biz	Awesome new stuff from @mmhmmapp ! 	en	38	3	9		2020-08-07T19:52:09.000Z	1,588	2,743,304				
1290674114068267013	13	biz	I love this startup. VC’s, you should take a look! 	en	116	8	28		2020-08-04T15:41:03.000Z	1,588	2,743,304				
1289591310249123841	13	biz	“Universal Pictures has agreed to invest $200 million in the 1st scripted movie to be shot in space. The studio made the commitment after a Zoom meeting with actor Tom Cruise.” Is this a good idea? 	en	328	93	75		2020-08-01T15:58:22.000Z	1,588	2,743,304				
1288991867854417920	13	biz	AI Foundation | Why do 7 Billion People Need Their Own AI? 	en	44	11	23		2020-07-31T00:16:24.000Z	1,588	2,743,304				
1288959111997030403	13	biz	"Other major tech firms have extended their home-working plans... but Twitter has gone the furthest in embracing remote working." Twitter CHRO @jenchristiehr shares how managers are key to remote working and how companies can support them. 	en	37	5	12	TwitterComms	2020-07-30T22:06:14.000Z	1,588	2,743,304				
1288143544335491073	13	biz	Proud EP of this film. 	en	50	4	23		2020-07-28T16:05:28.000Z	1,588	2,743,304				
1287806783147274240	13	biz	Hello Mr. @Benioff . My name is Vivienne. I’m 16. I’m the CEO of @laudatotree , a youth movement to plant 7 million trees along the @GreenWallAfrica in one year. Pope Francis endorsed our initiative and we are now part of the Jubillee Year of Laudato Si’. Can we join forces? ((🌳)) ((♥️)) 	en	57	6	21	vivienneharr	2020-07-27T17:47:18.000Z	1,588	2,743,304				https://pbs.twimg.com/media/Ed81cVLVAAAssFq?format=jpg&amp;name=360x360
1287478323417878528	13	biz	((📽️)) Check out the #Trailer for #TheGreatGreenWall : http://youtu.be/I8Vp1DXzVGw ((📽️)) North American theatrical release *JULY 30* @HotDocsCinema w/ @BlueIceDocs Streaming TIX ((🍿)) : http://tinyurl.com/yxm22kx2 to support indie-film theaters ((🌳)) @Innamodja @GreenWallAfrica @fmei7777 @biz @VIMOOZ ((🌳)) 	en	17	3	10	jaredpscott	2020-07-26T20:02:07.000Z	1,588	2,743,304				
1285692287528439809	13	biz	My AI talking about humor. Get ready to be weirded out! 	en	102	29	35		2020-07-21T21:45:03.000Z	1,588	2,743,304				
1285513324159840257	13	biz	Hope everyone can please watch our very important film In The Cold Dark Night -- it's getting incredible feedback! #TimothyCoggins #GoneButNotForgotten Thank you: @TerriLichstein @mepeltz @WesleyLowery @biz @GregYaitanes @danielpeltz and many others! https://abc.com/shows/2020/episode-guide/2020-07/17-in-the-cold-dark-night 	en	8	4	4	morsels	2020-07-21T09:53:54.000Z	1,588	2,743,304				
1285248320407916544	13	biz	Try it out! 	en	19	10	9		2020-07-20T16:20:53.000Z	1,588	2,743,304				
1284947994748391424	13	biz	Thanks to everyone who watched. It’s tough but needs to be seen. 	en	44	5	10		2020-07-19T20:27:29.000Z	1,588	2,743,304				
1283107347749941248	13	biz	OMG the controller! I love this app. Thanks @plibin . 	en	31	6	10		2020-07-14T18:33:25.000Z	1,588	2,743,304				
1282026321217040386	13	biz	It’s tough to watch but worth it. 	en	48	6	13		2020-07-11T18:57:48.000Z	1,588	2,743,304				
1281670250149404678	13	biz	Supreme Court Rules That About Half Of Oklahoma Is Native American Land! 	en	64	8	23		2020-07-10T19:22:54.000Z	1,588	2,743,304				
1281614660215734279	13	biz	Congratulations, Joyeeta! Founder Feature: Joyeeta Das, CEO And Co-founder of Gyana 	en	28	6	12		2020-07-10T15:42:00.000Z	1,588	2,743,304				
1281088957141389313	13	biz	This is powerful and important. https://www.instagram.com/tv/B_CZZRDA-ZX/ 	en	62	13	19		2020-07-09T04:53:03.000Z	1,588	2,743,304				
1280590900498960385	13	biz	No longer a secret—Phil’s new project was revealed today! 	en	192	15	40		2020-07-07T19:53:57.000Z	1,588	2,743,304				
1278394192796868610	13	biz	I love this photo from a few years back. It was my birthday and I was teaching Jake how to draw. (Now he’s way more into coding.) 	en	359	31	19		2020-07-01T18:25:01.000Z	1,588	2,743,304				https://pbs.twimg.com/media/Eb3EvYWVcAAa4X6?format=jpg&amp;name=360x360
1278349460595081217	13	biz	This is a horrifying sentence. 	en	119	22	27		2020-07-01T15:27:16.000Z	1,588	2,743,304				https://pbs.twimg.com/media/Eb2cDu0UYAAVpHl?format=jpg&amp;name=360x360
1277993307688144896	13	biz	Congratulations to this year's #Lead2030 Challenge Winners! We applaud you for the impact you're having and will continue to have on the #SDGs . 	en	30	8	14		2020-06-30T15:52:03.000Z	1,588	2,743,304				
1277984295802429449	13	biz	RIP #CarlReiner I always loved your work. 	en	97	6	18		2020-06-30T15:16:14.000Z	1,588	2,743,304				https://pbs.twimg.com/media/EbxP8YWUcAAie1U?format=jpg&amp;name=360x360
1277326611184939009	13	biz	When I worked at Google in 2003, search results were sacrosanct. Now, they just barely make it above the fold because of all the ads. (And yes, I’m researching solar roofs!) 	en	628	72	123		2020-06-28T19:42:50.000Z	1,588	2,743,304				https://pbs.twimg.com/media/Ebn5x_kUMAASBd1?format=jpg&amp;name=360x360
1277315113058369536	13	biz	Congratulations @KroganLab for your success so far and this new study. Keep up the good work! 	en	24	4	7		2020-06-28T18:57:08.000Z	1,588	2,743,304				
1276607125167337472	13	biz	Congratulations Don and team! 	en	36	5	8		2020-06-26T20:03:51.000Z	1,588	2,743,304				
1275441969682984960	13	biz	. @bsw5020 was told he had a few years to live. In just 2 yrs he built a foundation, helped increase ALS research by $35m &amp; helped pass 2 bills fighting for a cure in Congress. This is his story. Let's get him the support he needs to help others with ALS. 	en	250	12	60	RonConway	2020-06-23T14:53:56.000Z	1,588	2,743,304				
1274852507550748672	13	biz	Happy Fathers Day! 	en	45	5	8		2020-06-21T23:51:38.000Z	1,588	2,743,304				
1274407777801138176	13	biz	Congratulations @Malala ! 	en	156	6	12		2020-06-20T18:24:26.000Z	1,588	2,743,304				
1274373220817186816	13	biz	The change conveys “an essential and shared sense of history, identity and community among people who identify as Black, including those in the African diaspora and within Africa,” ... “The lowercase black is a color, not a person.” 	en	28	5	8		2020-06-20T16:07:07.000Z	1,588	2,743,304				
1274135021821911041	13	biz	Beautifully articulated and written by my friend @b_anandana . 	en	31	2	16		2020-06-20T00:20:36.000Z	1,588	2,743,304				
1273693411845869568	13	biz	Congratulations, @eoghan on your new role. I'm proud to have been an angel ten years ago when this empire you built was just a pitch. (A good one!) 	en	43	3	4		2020-06-18T19:05:48.000Z	1,588	2,743,304				
1273640280319614976	13	biz	What the Supreme Court did today was support the best of American values: fairness, justice, and hope. The Dreamers belong in this country, the only home they've ever known. We can be inspired by their stories and build an immigration system that reflects our highest ideals. 	en	11817	185	1790	laurenepowell	2020-06-18T15:34:40.000Z	1,588	2,743,304				
1273650817468231680	13	biz	Welcome to Medium, ⁦ @Kaepernick7 ⁩. Looking forward to working with you. 	en	552	17	55		2020-06-18T16:16:32.000Z	1,588	2,743,304				
1273311638070767616	13	biz	((🗣)) ((🗣)) ((🗣)) 	und	7275	977	1936	jack	2020-06-17T17:48:46.000Z	1,588	2,743,304				
1273408471229018112	13	biz	Just dropped in on the @TwitterAU Tea Time. An upside of the virtual work is doing stuff like that. 	en	75	9	8		2020-06-18T00:13:32.000Z	1,588	2,743,304				
1272652168567242752	13	biz	Wow, this HEY email looks amazing. I've been dreaming of a recipient-driven email for years! Great work Basecamp. 	en	93	9	10		2020-06-15T22:08:16.000Z	1,588	2,743,304				
1271973770828214272	13	biz	Are outside classes being considered for California schools in September? The two day a week thing doesn’t seem great. 	en	102	14	11		2020-06-14T01:12:33.000Z	1,588	2,743,304				
1271971361888456704	13	biz	Bob Marley, Live at the Rainbow 	en	2206	215	434	jack	2020-06-14T01:02:59.000Z	1,588	2,743,304				
